route_id,fare_id,route_short_name,route_long_name,actual_price
28749861,34704666,417C,Central - Vilar dos Teles (via Covanca/Nilo Peçanha),7.6
19073449,34577054,544L,Nova Iguaçu - Méier (via Norte Shopping),4.05
18889453,34663189,407I,Duque Caxias - Raiz da Serra (via Imbariê),7.1
36748340,39748193,600C,Central - Bairro Vona,4.05
19017948,24309007,131I,Nova Iguaçu - Duque de Caxias (via Via Light),4.65
18908583,34577054,423I,Tinguá - Pavuna,4.05
19087198,34577054,190I,Nova Iguaçu - Belford Roxo (via Prata),4.05
18944111,34577054,703B,Comendador Soares - Mercado São Sebastião,4.05
19058753,34576979,424D,Alcântara - Campo Grande (via Água Branca),12.25
35762887,39695499,701R,Itaipuaçu - Rio do Ouro,4.3
19086205,34577054,550I,Belford Roxo - Ponto Chic,4.05
50382850,34663434,455U,Itaguaí - Muriqui,5.55
19030609,34576963,571C,Nova Campina - Central (via Parque Paulista/Santa Cruz da Serra),9.15
18947861,34578029,446B,Lagoinha - Central,8.65
18914746,34664230,428A,São Gonçalo - Vila Isabel (via UERJ),9.65
41102804,34576963,426M,Niterói - Itambi (via BR-101),9.15
36750069,39680015,141I,Duque de Caxias - São João de Meriti (via Rua 13),4.05
19004256,34577054,494L,Duque de Caxias - Pilares (via Cidade Alta),4.05
19018594,30174568,415C,Jardim Leal - Central (via Gramacho),6.3
19098148,34577054,563L,Duque de Caxias - Rocha Miranda,4.05
19003896,34577054,492L,Duque de Caxias - Engenho da Rainha,4.05
29061511,30174568,100D,Niterói - Candelária,6.3
18906616,34576979,127C,Magé - Central,12.25
12348648,30174568,555I,Duque de Caxias - Campos Elíseos,6.3
19051313,34577054,660I,Nova Iguaçu - Edson Passos,4.05
35765398,24309007,546R,Maricá - Rio do Ouro (via Av. Ver. Francisco S. da Costa),4.65
18995412,34663434,481M,Niterói - Apolo III (via Jardim Fluminense),5.55
18888350,34579293,708D,Tribobó - Madureira (via Fonseca),10.35
19064829,34663979,571R,Niterói - Engenho do Roçado (via Ipiíba),4.3
19020104,39748193,418I,Duque de Caxias - Parque Suécia,4.05
19061526,34663979,143M,Niterói - São Gonçalo (via Dr. March),4.3
18907712,34577054,428L,Bonsucesso - Nova Aurora,4.05
18914294,34664230,427A,São Gonçalo - Vila Isabel (via BR-101),9.65
19018166,34577054,138I,Duque de Caxias - Nilópolis (via Jardim América),4.05
19052192,34663979,524M,Niterói - Pontal,4.3
19000063,34663979,403M,Niterói - Trindade (via Porto Velho),4.3
18957963,34579293,443B,Queimados - Central,10.35
18982977,24309007,606I,Queimados - Vilar dos Teles,4.65
19024788,30174568,512I,Duque de Caxias - Parada Angélica,6.3
19090419,39680015,557I,Duque de Caxias - Pilar (via Fundação Cristo Redentor),4.05
19050810,34577054,670I,Nova Iguaçu - Edson Passos (via Gordura),4.05
18927415,34577054,738L,Jardim Botânico - Cascadura (via Vilar dos Teles),4.05
18984465,34577054,605I,Austin - Queimados (via Guimarães),4.05
18985097,34577054,565I,Queimados - Engenheiro Pedreira,4.05
35765716,34663434,492M,Jardim Catarina - Niterói (via BR-101),5.55
36741245,39715192,453B,Central - Engenheiro Pedreira,10.35
18918421,30174568,102C,Duque de Caxias - Central (via 25 de Agosto),6.3
18940114,34578029,113B,Nova Iguaçu - Central (via Plínio Casado),8.65
18901043,34578029,418C,Jardim Redentor - Central (via Jardim Metrópole),8.65
18951141,24309007,738P,Campo Grande - Ilha da Madeira,4.65
19003117,34663189,488L,Duque de Caxias - Usina,7.1
18986310,34577054,479I,Nova Iguaçu - Parada de Lucas,4.05
19074747,34577054,546L,Nova Iguaçu - Praça Seca,4.05
18891755,34663189,702M,São Cristóvão - Barreto (via PPCS),7.1
19019103,39748193,449I,Duque de Caxias - Amapá,4.05
18946684,34578029,444B,Cabuçu - Central (via Km 32),8.65
35766291,34664230,142C,Duque de Caxias - Niterói,9.65
49732949,39680015,570P,Itaguaí - Marechal Hermes,4.05
19015039,34578029,488B,Boa Esperança - Central,8.65
50299308,39695499,703M,Alcântara - Manilha (via Estrada do Sapê),4.3
19050644,34577054,665I,Nova Iguaçu - Edson Passos (via Emílio Guadagny),4.05
19051530,34663979,443M,Niterói - Boa Vista,4.3
18936109,34577054,734L,Cascadura - Vila Norma (via Vila Tiradentes),4.05
18983319,34577054,165I,Nova Iguaçu - Queimados (via Mariléia e Guimarães),4.05
35764081,39695499,519M,Fazenda dos Mineiros - Niterói (via BR-101),4.3
18911275,34577054,530I,Nova Iguaçu - Geneciano,4.05
19042941,34704666,516B,Venda Velha - Central,7.6
18994633,34576963,424M,Niterói - Itambi,9.15
18907406,34577054,825I,Magé - Parada Ideal,4.05
19007013,34578029,493B,Ponto Chic - Central,8.65
19045227,39680015,770I,Borba Gato - Bayer do Brasil,4.05
18954731,39733814,709D,Charitas - Candelária (via Icaraí),7.1
19106522,34578029,770D,Itaipu - Candelária,8.65
18902238,30174568,421C,Doutor Laureano - Central (via Itatiaia),6.3
19010229,34578029,499B,Cabuçu - Central (via Estrada da Palhada),8.65
19027468,34664230,506I,Duque de Caxias - Ipiranga (via Estrada Nova),9.65
18990702,34663979,517M,Niterói - Fazenda dos Mineiros (via Porto Velho),4.3
19022144,34663189,404I,Duque de Caxias - Piabetá (via Maracanã),7.1
19089139,30174568,554I,Duque de Caxias - Mantiquira,6.3
18953893,39733806,703D,Santa Rosa - Vila Isabel (via PPCS),8.65
18881411,34663979,486M,Parque Eldorado - Niterói (via Fazenda Colubandê),4.3
25534087,34664230,110D,São Gonçalo - Passeio,9.65
19069500,34663979,542R,Niterói - Anaia,4.3
18953741,34577054,657I,Nova Iguaçu - Jacutinga (via Delfina Borges),4.05
36740957,39680015,206I,Belford Roxo - Nova Iguaçu,4.05
18962384,24309007,454U,Itaguaí - Itacuruçá,4.65
30721306,34576963,478B,Mesquita - Central (via Chatuba),9.15
49709550,34577054,426P,Itaguaí - Cesarão,4.05
18918703,30174568,103C,Duque de Caxias - Central (via 25 de Agosto),6.3
19091096,34576963,477C,Jardim Primavera - Central,9.15
19027962,34664230,505I,Duque de Caxias - Ipiranga (via Suruí),9.65
19095272,34576963,462C,Piabetá - Central (via  Bongaba),9.15
36740669,24309007,713B,Cabuçu - Coelho Neto,4.65
18919655,30174568,104C,Duque de Caxias - Central (via Vigário Geral),6.3
19017214,24309007,137I,Nova Iguaçu - Duque de Caxias (via Dutra),4.65
35755409,39695499,422M,Niterói - Portão do Rosa,4.3
18913386,34664230,423A,São Gonçalo - Vila Isabel (via PPCS),9.65
18964617,34663434,455U,Itaguaí - Muriqui,5.55
19032724,34576963,566C,Praça Santo Antônio - Central,9.15
18880791,34663434,488M,Niterói - Boa Vista do Laranjal (via Tribobó),5.55
18907203,33919069,815I,Magé - Vale das Pedrinhas,4.05
39053020,34577054,547L,Nilópolis - Ricardo de Albuquerque (via Mariópolis),4.05
19052855,34663979,536M,Niterói - São Gonçalo (via Boa Vista) (Circular),4.3
18991436,34663979,515M,Mutuá - Niterói (via Porto Velho),4.3
19099925,39680015,564L,Duque de Caxias - Méier (via Vicente de Carvalho),4.05
18998008,39680015,587M,Venda das Pedras - São Gonçalo,4.3
18991748,34663979,567M,Niterói - Av. Central (via Porto Velho),4.3
19053894,34663979,529M,Niterói - Ceasa (via Barro Vermelho),4.3
18952045,34578029,545P,Campo Grande - Paracambi,8.65
18935508,34577054,116I,Duque de Caxias - Nova Iguaçu (via Vila Pauline),4.05
19017509,34577054,140I,Nova Iguaçu - Pavuna,4.05
19044491,34577054,661I,Nova Iguaçu - Vila Emil (via Santo Elias),4.05
19013695,34578029,501B,Miguel Couto - Central (via Luís Lemos),8.65
19033738,34579293,511Q,Niterói - Imbariê (via Magé/Piabetá),10.35
19060547,34663434,527M,Niterói - Amendoeira (via Dr. March),5.55
18980870,34663979,125Q,São Gonçalo - Aldeia da Prata,4.3
19020530,39748193,447I,Duque de Caxias - Vale das Mangueiras (via Parque Amorim),4.05
19080083,34663434,550M,Niterói - São Pedro,5.55
19043809,34577054,600I,Nova Iguaçu - Belford Roxo (via BNH),4.05
18909902,34577054,420I,Nova Aurora - Pavuna,4.05
19090622,34576963,471C,Saracuruna - Central,9.15
18984530,34577054,610I,Austin - Queimados (via Inconfidência),4.05
33230673,24309007,742P,Campo Grande - Cabuçu,4.65
18958643,34577054,515I,Queimados - Campo Alegre,4.05
19016860,15793644,495L,Duque de Caxias - Penha,4.05
18953587,34577054,656I,Nova Iguaçu - Jacutinga (via Pindorama),4.05
35750102,34577054,758M,Morada do Sol - Tribobó,4.3
19013323,34578029,496B,Miguel Couto - Central (via Luís Lemos),8.65
18900716,30174568,425C,Vila São Luiz - Central (via Washington Luiz),6.3
19045506,34577054,142I,Duque de Caxias - São João de Meriti (via Venda Velha),4.05
49731391,34577054,458S,Campo Grande - Itaguaí (via Palmares),4.05
18927859,34577054,715L,Jardim Redentor - Cascadura,4.05
18926426,34577054,108I,Duque de Caxias - São Joao de Meriti (via Matadouro),4.05
22551000,34576963,420T,Barra da Tijuca - Nilópolis,9.15
19009617,34578029,494B,Austin - Central (via Cacuia),8.65
48094738,39733806,524B,Nova Aurora - Central (via Heliópolis),8.65
19105346,34576979,425T,Barra da Tijuca - Queimados,12.25
19088249,34576963,557C,Pilar - Central (via Washington Luiz),9.15
19006917,34664230,107P,Nova Iguaçu - Paracambi,9.65
18887497,34664230,521D,Alcântara - Candelária,9.65
19026256,30174568,509I,Duque de Caxias - Cangulo (via BR-493),6.3
18937715,34577054,497I,Pavuna - Bom Pastor (via Coelho Branco),4.05
18911975,34577054,200I,Nova Iguaçu - Belford Roxo (via Areia Branca),4.05
18932618,34577054,136I,Duque de Caxias - Nova Iguaçu (via Vilar dos Teles),4.05
19079035,24309007,705P,Edson Passos - Bangu (via Campo Grande),4.65
18912230,34577054,201I,Nova Iguaçu - Belford Roxo (via Engenho Pequeno),4.05
39659009,34663434,116T,Itaguaí - Mangaratiba (via BR-101),5.55
18984784,34577054,845I,Eurico Miranda - Largo dos Peixes,4.05
